name,hostStar,period,separation,radius,mass,massProvenance,detectionMethod,discoveryYear,facility,temperature,density,eccentricity,insolation,starSpectralType,starTemperature,starRadius,starMass,distance,ra,dec,planetType
Kepler-1647 b,Kepler-1647,1107.5923,2.7205,11.8739,483.0,Mass,transit-kepler,2016,Kepler,,,0.0581,,,6210.0,1.7903,1.2207,1212.45,298.150057,40.6561751,cold-jupiter
Kepler-1649 b,Kepler-1649,8.689099,0.048186483831514526,1.017,,,transit-kepler,2017,Kepler,307.0,,,2.208,,3240.0,0.2317,0.1977,92.1913,292.5029676,41.8299933,rocky
Kepler-1649 c,Kepler-1649,19.53527,0.08269673287163719,1.06,,,transit-kepler,2020,Kepler,234.0,,,0.75,,3240.0,0.2317,0.1977,92.1913,292.5029676,41.8299933,rocky
Kepler-165 b,Kepler-165,8.180848,0.072,2.32,,,transit-kepler,2014,Kepler,,,,,,5211.0,0.77,,560.885,280.69092,47.8096702,neptune-like
Kepler-165 c,Kepler-165,15.31299,0.11,2.23,,,transit-kepler,2014,Kepler,,,,,,5211.0,0.77,,560.885,280.69092,47.8096702,neptune-like
Kepler-1650 b,Kepler-1650,1.53818001,0.01794804538111085,0.96,,,transit-kepler,2017,Kepler,,,0.01,,,3410.0,0.334,0.326,134.397,297.7292296,42.8666919,rocky
Kepler-1651 b,Kepler-1651,9.87863917,0.07254844356482167,1.84,,,transit-kepler,2017,Kepler,,,0.13,,,3713.0,0.503,0.522,66.4074,283.6282602,48.3908081,super-earth
Kepler-1652 b,Kepler-1652,38.09722,0.1654,1.6,,,transit-kepler,2017,Kepler,268.0,,,0.81,,3638.0,0.382,0.404,,294.3660313,49.9150219,super-earth
Kepler-1653 b,Kepler-1653,140.2524,0.4706,2.17,,,transit-kepler,2017,Kepler,284.0,,,0.98,,4807.0,0.693,0.719,,296.457702,41.266021,neptune-like
Kepler-1654 b,Kepler-1654,1047.8356,2.026,9.180171,158.915,Mass,transit-kepler,2018,Kepler,206.0,1.2,0.26,0.3,G5 V,5597.0,1.179,1.011,568.117,282.1856949,44.4344617,cold-jupiter
Kepler-1655 b,Kepler-1655,11.8728787,0.1029,2.213,5.4,Mass,transit-kepler,2018,Kepler,938.0,2.72,0.19,129.1,,6148.0,1.03,1.03,213.26,286.6895986,39.2120802,sub-neptune
Kepler-1656 b,Kepler-1656,31.562,0.1974,,47.8,Mass,transit-kepler,2018,Kepler,,,0.838,,,,1.1,1.03,185.875,284.4722473,39.911889,neptune-like
Kepler-1656 c,Kepler-1656,1919.0,3.053,,126.4,Mass,radial-velocity,2022,W. M. Keck Observatory,,,0.527,,,,1.1,1.03,185.875,284.4722473,39.911889,cold-jupiter
Kepler-1658 b,Kepler-1658,3.849372784,0.0544,11.99363,1868.8404,Mass,transit-kepler,2019,Kepler,,6.36,0.0628,,,6216.0,2.891,1.447,788.238,294.3565559,38.9473424,hot-jupiter
Kepler-166 b,Kepler-166,7.650254,0.072,2.27,,,transit-kepler,2014,Kepler,,,,,,5413.0,0.742,,603.53,293.1600977,48.8812074,neptune-like
Kepler-166 c,Kepler-166,34.260281,0.195,2.38,,,transit-kepler,2014,Kepler,,,,,,5413.0,0.742,,603.53,293.1600977,48.8812074,neptune-like
Kepler-166 d,Kepler-166,1.554003928,0.025161439427193514,1.73,,,transit-kepler,2016,Kepler,,,,,,5350.0,0.83,0.88,603.53,293.1600977,48.8812074,super-earth
Kepler-1660 AB b,Kepler-1660 A,239.5044,0.7876828656153693,,1586.59940774,Mass,other,2023,Kepler,,,0.05541,,,,1.491,1.1366,1188.54,290.5519537,40.2350445,cold-jupiter
Kepler-1661 b,Kepler-1661,175.06,0.633,3.87,17.0,Mass,transit-kepler,2020,Kepler,243.0,1.6,0.057,0.88,K,5100.0,0.762,0.841,410.607,285.1670927,41.9669383,neptune-like
Kepler-1663 b,Kepler-1663,17.6046,0.11237268545635652,3.30395896,,,transit-kepler,2020,Kepler,,,,,,3844.0,0.62859,0.610816,337.926,290.4015156,48.8227234,neptune-like
Kepler-1664 b,Kepler-1664,14.3868,0.1157664336470459,3.03320653,,,transit-kepler,2020,Kepler,,,,,,5735.81,,,626.691,286.8527157,49.2616668,neptune-like
Kepler-1665 b,Kepler-1665,11.9548,0.09662112518841867,2.83910787,,,transit-kepler,2020,Kepler,,,,,,5049.84,0.777785,0.842,335.515,290.39624,41.0399229,neptune-like
Kepler-1666 b,Kepler-1666,25.8476,0.18331093399799134,2.88273782,,,transit-kepler,2020,Kepler,,,,,,6293.0,1.14586,1.23,1379.37,297.9516071,46.2647024,neptune-like
Kepler-1666 c,Kepler-1666,40.7157,0.2481701203108437,3.23564749,,,transit-kepler,2020,Kepler,,,,,,6293.0,1.14586,1.23,1379.37,297.9516071,46.2647024,neptune-like
Kepler-1667 b,Kepler-1667,83.5781,0.3850144348398352,2.98385261,,,transit-kepler,2020,Kepler,,,,,,5941.54,1.08751,1.09,626.819,283.5329505,48.0943604,neptune-like
Kepler-1668 b,Kepler-1668,15.434,0.12050383620450925,4.34764405,,,transit-kepler,2020,Kepler,,,,,,5542.0,1.01738,0.98,1335.64,297.3523076,46.0959309,neptune-like
Kepler-1669 b,Kepler-1669,9.51216,0.07688073895646245,2.78043818,,,transit-kepler,2020,Kepler,,,,,,4303.0,0.714145,0.67,543.444,297.4303826,39.8478795,neptune-like
Kepler-1669 c,Kepler-1669,1.609320045,0.022781058272040675,1.90120972,,,transit-kepler,2021,Kepler,,,,,,4224.0,0.603,0.609,543.444,297.4303826,39.8478795,super-earth
Kepler-1669 d,Kepler-1669,4.72941177,0.0468,1.22,,,transit-kepler,2023,Kepler,669.0,,0.0,47.3,,4224.0,0.603,0.609,543.444,297.4303826,39.8478795,rocky
Kepler-167 b,Kepler-167,4.3931539,0.04825,1.718,,,transit-kepler,2014,Kepler,918.0,,0.0,,,4884.0,0.749,0.777,341.908,292.6585253,38.3455558,super-earth
Kepler-167 c,Kepler-167,7.406106,0.0684,1.674,,,transit-kepler,2014,Kepler,771.0,,0.0,,,4884.0,0.749,0.777,341.908,292.6585253,38.3455558,super-earth
Kepler-167 d,Kepler-167,21.80379,0.1404,1.238,,,transit-kepler,2016,Kepler,538.0,,0.0,,,4884.0,0.749,0.777,341.908,292.6585253,38.3455558,super-earth
Kepler-167 e,Kepler-167,1071.23205,1.883,10.16,321.00669107,Mass,transit-kepler,2016,Kepler,134.4,1.68,0.29,,,4884.0,0.749,0.777,341.908,292.6585253,38.3455558,cold-jupiter
Kepler-1670 b,Kepler-1670,20.4998,0.14899420113298611,3.3564801,,,transit-kepler,2020,Kepler,,,,,,5838.0,1.51889,1.05,2065.98,290.3264599,43.121755,neptune-like
Kepler-1671 b,Kepler-1671,4.16787,0.04831202676709706,1.32557381,,,transit-kepler,2020,Kepler,,,,,,5135.55,0.929771,0.866,357.059,291.7484295,39.4467817,super-earth
Kepler-1672 b,Kepler-1672,150.878,0.5827869151795358,2.97022762,,,transit-kepler,2020,Kepler,,,,,,6131.95,1.08841,1.16,391.181,297.9400971,40.2785566,neptune-like
Kepler-1673 b,Kepler-1673,33.7888,0.21178540217165076,2.9355194,,,transit-kepler,2020,Kepler,,,,,,6014.95,1.13166,1.11,727.187,285.6671724,48.7195865,neptune-like
Kepler-1674 b,Kepler-1674,62.5611,0.30425181576607013,3.2057749,,,transit-kepler,2020,Kepler,,,,,,5473.91,0.877273,0.96,1012.48,294.8160447,45.3060844,neptune-like
Kepler-1675 b,Kepler-1675,63.0382,0.31606592307793374,3.12483349,,,transit-kepler,2020,Kepler,,,,,,5853.19,1.12865,1.06,651.117,283.8095478,41.0412517,neptune-like
Kepler-1676 b,Kepler-1676,29.9221,0.18862585887689812,3.3769596,,,transit-kepler,2020,Kepler,,,,,,5878.3,1.06066,,,287.2368778,43.5671665,neptune-like
Kepler-1677 b,Kepler-1677,22.064,0.15940563722980816,2.70216183,,,transit-kepler,2020,Kepler,,,,,,6013.72,1.24959,1.11,735.369,298.493273,47.0130566,neptune-like
Kepler-1678 b,Kepler-1678,147.974,0.5529372746792762,3.30422249,,,transit-kepler,2020,Kepler,,,,,,5754.0,0.834976,1.03,847.339,292.5916297,38.3995629,neptune-like
Kepler-1679 b,Kepler-1679,9.75376,0.08813430241243791,2.0692036,,,transit-kepler,2020,Kepler,,,,,,5501.0,0.873196,0.96,909.28,293.9005786,50.4270507,sub-neptune
Kepler-168 b,Kepler-168,4.425391,0.056,1.46,,,transit-kepler,2014,Kepler,,,,,,6282.0,1.107,,1343.6,294.7101832,39.8250437,super-earth
Kepler-168 c,Kepler-168,13.193242,0.116,2.69,,,transit-kepler,2014,Kepler,,,,,,6282.0,1.107,,1343.6,294.7101832,39.8250437,neptune-like
Kepler-1680 b,Kepler-1680,8.77424,0.07836729805002497,1.35954736,,,transit-kepler,2020,Kepler,,,,,,5021.0,0.723259,0.834,310.315,297.0746571,39.9338893,super-earth
Kepler-1681 b,Kepler-1681,69.8956,0.3320777224739905,2.55321772,,,transit-kepler,2020,Kepler,,,,,,5756.4,,,758.3,296.6972773,46.3716969,neptune-like
Kepler-1682 b,Kepler-1682,14.8334,0.11775482749153432,2.88940836,,,transit-kepler,2020,Kepler,,,,,,5619.12,0.842301,0.99,1159.85,293.9835827,39.5728474,neptune-like
Kepler-1683 b,Kepler-1683,15.0337,0.11719029254800005,1.87477762,,,transit-kepler,2020,Kepler,,,,,,5429.0,0.900327,0.95,733.143,298.4501035,44.2840193,super-earth
Kepler-1684 b,Kepler-1684,47.7055,0.23388690453355376,2.87084792,,,transit-kepler,2020,Kepler,,,,,,4706.54,0.666755,0.75,621.996,294.0054181,46.3106625,neptune-like
Kepler-1685 b,Kepler-1685,20.4905,0.14456571170318114,2.57673985,,,transit-kepler,2020,Kepler,,,,,,5484.0,0.835451,0.96,1141.89,296.1882618,43.9368118,neptune-like
Kepler-1686 b,Kepler-1686,9.30987,0.087183771429468,1.42553017,,,transit-kepler,2020,Kepler,,,,,,5714.96,1.19951,1.02,729.823,291.6067189,42.0359783,super-earth
Kepler-1687 b,Kepler-1687,5.77954,0.05459754962198496,1.65623882,,,transit-kepler,2020,Kepler,,,,,,4132.0,0.726119,0.65,417.014,289.7428363,50.7870626,super-earth
Kepler-1688 b,Kepler-1688,5.62012,0.061863845046261905,1.26174569,,,transit-kepler,2020,Kepler,,,,,,4632.11,,,,289.5530051,41.2978532,super-earth
Kepler-1689 b,Kepler-1689,8.483,0.08202219227116915,0.94678642,,,transit-kepler,2020,Kepler,,,,,,5731.43,0.996208,1.023,294.122,291.5741663,38.6559433,rocky
Kepler-169 b,Kepler-169,3.250619,0.04,1.13,,,transit-kepler,2014,Kepler,,,,,,4997.0,0.763,,406.529,285.9999204,40.9193822,rocky
Kepler-169 c,Kepler-169,6.195469,0.062,1.21,,,transit-kepler,2014,Kepler,,,,,,4997.0,0.763,,406.529,285.9999204,40.9193822,rocky
Kepler-169 d,Kepler-169,8.348125,0.075,1.25,,,transit-kepler,2014,Kepler,,,,,,4997.0,0.763,,406.529,285.9999204,40.9193822,super-earth
Kepler-169 e,Kepler-169,13.767102,0.105,2.2,,,transit-kepler,2014,Kepler,,,,,,4997.0,0.763,,406.529,285.9999204,40.9193822,neptune-like
Kepler-169 f,Kepler-169,87.090195,0.359,2.58,,,transit-kepler,2014,Kepler,,,,,,4997.0,0.763,,406.529,285.9999204,40.9193822,neptune-like
Kepler-1690 b,Kepler-1690,234.636,0.7293101072589449,2.81109223,,,transit-kepler,2020,Kepler,,,,,,5404.0,0.862346,0.94,703.789,288.1566649,41.8779417,neptune-like
Kepler-1691 b,Kepler-1691,3.8482,0.04976063724267931,1.83470985,,,transit-kepler,2020,Kepler,,,,,,6000.0,1.13152,1.11,1267.67,286.2543962,41.0218373,super-earth
Kepler-1692 b,Kepler-1692,5.95966,0.06141303922064315,1.11177184,,,transit-kepler,2020,Kepler,,,,,,5146.0,0.866139,0.87,591.019,286.9241804,47.0537092,rocky
Kepler-1693 b,Kepler-1693,12.0999,0.10139944378999179,1.28938413,,,transit-kepler,2020,Kepler,,,,,,5432.34,0.878295,0.95,760.065,290.2015581,48.1857799,super-earth
Kepler-1693 c,Kepler-1693,5.363709927,0.05876425662680458,0.97698289,,,transit-kepler,2021,Kepler,,,,,,5553.0,1.098,0.941,760.065,290.2015581,48.1857799,rocky
Kepler-1694 b,Kepler-1694,3.89526,0.045349110029498006,1.17986031,,,transit-kepler,2020,Kepler,,,,,,4954.0,0.756284,0.82,513.329,293.7936339,40.241023,rocky
Kepler-1695 b,Kepler-1695,4.7329,0.05442291673627566,1.11948901,,,transit-kepler,2020,Kepler,,,,,,5473.19,0.987155,0.96,791.175,293.6193001,46.4134015,rocky
Kepler-1696 b,Kepler-1696,65.9409,0.3215460318705199,2.80982017,,,transit-kepler,2020,Kepler,,,,,,5712.0,1.19811,1.02,1506.36,295.5761011,42.0233639,neptune-like
Kepler-1697 b,Kepler-1697,33.4969,0.18452269771676558,1.25954761,,,transit-kepler,2020,Kepler,,,,,,4681.53,0.772344,0.747,247.771,287.663331,43.4713782,super-earth
Kepler-1698 b,Kepler-1698,1.2107,0.020825150614325258,1.07315686,,,transit-kepler,2020,Kepler,,,,,,4975.03,0.741698,0.822,222.345,293.3450181,39.2577469,rocky
Kepler-1699 b,Kepler-1699,3.49082,0.04503582822003481,1.56671124,,,transit-kepler,2020,Kepler,,,,,,5575.53,,,818.759,292.1373281,48.9171579,super-earth
Kepler-17 b,Kepler-17,1.4857108,0.02591,14.68,778.65,Mass,transit-kepler,2011,Kepler,1570.0,1.35,0.011,,,5781.0,1.01034,1.04,720.753,298.3952437,47.8149865,hot-jupiter
Kepler-170 b,Kepler-170,7.930592,0.08,3.2,,,transit-kepler,2014,Kepler,,,,,,5679.0,1.035,,738.657,284.5211975,41.6296562,neptune-like
Kepler-170 c,Kepler-170,16.665863,0.131,2.86,,,transit-kepler,2014,Kepler,,,,,,5679.0,1.035,,738.657,284.5211975,41.6296562,neptune-like
Kepler-1700 b,Kepler-1700,234.239,0.7722987430936994,2.90129941,,,transit-kepler,2020,Kepler,,,,,,6031.0,1.0937,1.12,717.597,286.9497376,45.3537626,neptune-like
Kepler-1701 b,Kepler-1701,169.134,0.5713912003680774,2.22186207,,,transit-kepler,2020,Kepler,,,,,,5146.0,0.840217,0.87,584.142,286.6088625,41.8892986,neptune-like
Kepler-1702 b,Kepler-1702,18.5012,0.1296819177045461,1.60190793,,,transit-kepler,2020,Kepler,,,,,,5093.0,0.725742,0.85,857.14,284.9724842,44.5674794,super-earth
Kepler-1704 b,Kepler-1704,988.88112,2.027,11.94877343,1322.16617312,Mass,transit-kepler,2013,Kepler,253.8,4.07,0.92,0.342,,5746.0,1.697,1.132,835.455,291.2012559,51.1442437,cold-jupiter
Kepler-1705 b,Kepler-1705,9.03502,0.08866124738138843,2.03,4.47,Mass,transit-kepler,2021,Kepler,,2.977353,0.033,,,6312.0,1.259,1.139,1633.49,301.5785316,44.3121639,sub-neptune
Kepler-1705 c,Kepler-1705,11.28,0.10279859004689623,2.05,5.42,Mass,transit-kepler,2021,Kepler,,3.528714,0.028,,,6312.0,1.259,1.139,1633.49,301.5785316,44.3121639,sub-neptune
Kepler-1708 b,Kepler-1708,737.1131,1.64,9.96,1462.0106722,Mass,transit-kepler,2021,Kepler,,,0.4,0.561,,6157.0,1.117,1.088,1666.69,296.8241065,43.6248197,cold-jupiter
Kepler-1709 b,Kepler-1709,65.70459747,0.3189852982475794,3.12424875,,,transit-kepler,2021,Kepler,,,,,,5918.0,1.043,1.003,273.946,283.3748873,43.7883708,neptune-like
Kepler-171 b,Kepler-171,4.166972,0.05,2.34,,,transit-kepler,2014,Kepler,,,,,,5642.0,0.839,,863.855,296.7719082,41.7555958,neptune-like
Kepler-171 c,Kepler-171,11.463462,0.098,2.56,,,transit-kepler,2014,Kepler,,,,,,5642.0,0.839,,863.855,296.7719082,41.7555958,neptune-like
Kepler-171 d,Kepler-171,39.595519,0.223,1.89,,,transit-kepler,2014,Kepler,,,,,,5642.0,0.839,,863.855,296.7719082,41.7555958,super-earth
Kepler-1710 b,Kepler-1710,14.91110039,0.11581148145866267,3.19744103,,,transit-kepler,2021,Kepler,,,,,,5650.0,0.899,0.932,305.193,291.6832878,37.7514726,neptune-like
Kepler-1711 b,Kepler-1711,21.06080055,0.14620617599015337,1.923,,,transit-kepler,2021,Kepler,,,,,,5706.0,1.034,0.94,590.268,298.1772916,42.2370289,super-earth
Kepler-1712 b,Kepler-1712,13.81499958,0.09031838791647481,2.28372556,,,transit-kepler,2021,Kepler,,,,,,3732.0,0.509,0.515,156.264,284.998698,50.1466922,neptune-like
Kepler-1713 b,Kepler-1713,18.01160049,0.14676500194250086,1.71673535,,,transit-kepler,2021,Kepler,,,,,,6477.0,1.459,1.3,295.293,287.3456737,43.3783894,super-earth
Kepler-1714 b,Kepler-1714,10.27530003,0.10464674204799361,3.26437302,,,transit-kepler,2021,Kepler,,,,,,6150.0,2.086,1.448,409.46,293.7164655,46.2266878,neptune-like
Kepler-1715 b,Kepler-1715,35.59730148,0.21741707814879413,4.14042267,,,transit-kepler,2021,Kepler,,,,,,6212.0,1.209,1.082,522.605,293.9297337,41.6029048,neptune-like
Kepler-1716 b,Kepler-1716,35.58100128,0.19261212348577414,2.4247685,,,transit-kepler,2021,Kepler,,,,,,4894.0,0.684,0.753,195.439,297.2717207,43.3330644,neptune-like
Kepler-1717 b,Kepler-1717,30.65279961,0.2012902785092878,2.98929758,,,transit-kepler,2021,Kepler,,,,,,6200.0,1.64,1.158,1008.79,295.2126472,49.56216,neptune-like
Kepler-1718 b,Kepler-1718,135.1880035,0.4875532706250386,2.5685207,,,transit-kepler,2021,Kepler,,,,,,5731.0,0.906,0.846,375.522,292.2349191,42.9094618,neptune-like
Kepler-1719 b,Kepler-1719,6.149559975,0.06739750139402091,3.95000623,,,transit-kepler,2021,Kepler,,,,,,5687.0,1.775,1.08,905.406,284.7068546,38.9367566,neptune-like
Kepler-172 b,Kepler-172,2.940309,0.04,2.35,,,transit-kepler,2014,Kepler,,,,,,5526.0,1.085,,828.592,283.3684093,41.821839,neptune-like
Kepler-172 c,Kepler-172,6.388996,0.068,2.86,,,transit-kepler,2014,Kepler,,,,,,5526.0,1.085,,828.592,283.3684093,41.821839,neptune-like
Kepler-172 d,Kepler-172,14.627119,0.118,2.25,,,transit-kepler,2014,Kepler,,,,,,5526.0,1.085,,828.592,283.3684093,41.821839,neptune-like
Kepler-172 e,Kepler-172,35.118736,0.211,2.76,,,transit-kepler,2014,Kepler,,,,,,5526.0,1.085,,828.592,283.3684093,41.821839,neptune-like
Kepler-1720 b,Kepler-1720,12.70639992,0.10435423077657399,3.21585295,,,transit-kepler,2021,Kepler,,,,,,5573.0,0.839,0.939,629.445,296.8086813,47.1718557,neptune-like
Kepler-1721 b,Kepler-1721,4.592380047,0.05201098356964699,3.11856756,,,transit-kepler,2021,Kepler,,,,,,5351.0,0.796,0.89,641.374,283.5441984,45.2256548,neptune-like
Kepler-1722 b,Kepler-1722,9.178569794,0.08209018393180756,2.86719266,,,transit-kepler,2021,Kepler,,,,,,5506.0,0.788,0.876,772.283,296.6627402,41.2611985,neptune-like
Kepler-1723 b,Kepler-1723,39.75289917,0.22487584039111813,2.88046569,,,transit-kepler,2021,Kepler,,,,,,6072.0,1.01,0.96,811.278,294.4627362,46.8214022,neptune-like
Kepler-1724 b,Kepler-1724,6.45442009,0.06820390463109326,2.83677238,,,transit-kepler,2021,Kepler,,,,,,6092.0,0.943,1.016,1060.77,296.1207272,47.9214736,neptune-like
Kepler-1725 b,Kepler-1725,16.71990013,0.13002318465679108,2.8125177,,,transit-kepler,2021,Kepler,,,,,,6020.0,1.085,1.049,558.652,294.3735518,40.1946345,neptune-like
Kepler-1726 b,Kepler-1726,18.39629936,0.13049529828484627,2.50861954,,,transit-kepler,2021,Kepler,,,,,,5316.0,0.804,0.876,390.552,284.3861498,45.7197342,neptune-like
Kepler-1727 b,Kepler-1727,9.029299736,0.07955820345648641,3.17321625,,,transit-kepler,2021,Kepler,,,,,,5349.0,0.82,0.824,894.187,290.3336142,38.7282722,neptune-like
Kepler-1728 b,Kepler-1728,4.782999992,0.05346045758556286,2.95501875,,,transit-kepler,2021,Kepler,,,,,,5170.0,0.807,0.891,651.783,287.0940046,39.0607801,neptune-like
Kepler-1729 b,Kepler-1729,4.220970154,0.041726728657954515,3.89404186,,,transit-kepler,2021,Kepler,,,,,,3837.0,0.517,0.544,576.181,296.6939428,42.6261145,neptune-like
Kepler-173 b,Kepler-173,4.263742,0.048,1.29,,,transit-kepler,2014,Kepler,,,,,,6031.0,0.949,,833.165,294.6466171,41.8840952,super-earth
Kepler-173 c,Kepler-173,8.005777,0.074,2.43,,,transit-kepler,2014,Kepler,,,,,,6031.0,0.949,,833.165,294.6466171,41.8840952,neptune-like
Kepler-1730 b,Kepler-1730,13.81019974,0.11298918575521034,4.48524519,,,transit-kepler,2021,Kepler,,,,,,5942.0,1.142,1.009,1427.08,281.9605834,43.7030386,neptune-like
Kepler-1731 b,Kepler-1731,21.76129913,0.14047964705025096,2.93295657,,,transit-kepler,2021,Kepler,,,,,,4859.0,0.72,0.781,169.948,291.2544229,36.7434302,neptune-like
Kepler-1732 b,Kepler-1732,32.31240082,0.20134805466893227,4.09903273,,,transit-kepler,2021,Kepler,,,,,,5821.0,1.494,1.043,1289.41,292.2910129,37.5807686,neptune-like
Kepler-1733 b,Kepler-1733,9.229579926,0.09332627707418538,3.63582354,,,transit-kepler,2021,Kepler,,,,,,6320.0,1.252,1.273,2080.51,291.1384628,37.8592447,neptune-like
Kepler-1734 b,Kepler-1734,6.796850204,0.07137422665787668,3.08851092,,,transit-kepler,2021,Kepler,,,,,,6061.0,0.97,1.05,1482.83,294.163167,41.4517316,neptune-like
Kepler-1735 b,Kepler-1735,7.71792984,0.062047601067602,1.19429134,,,transit-kepler,2021,Kepler,,,,,,3975.0,0.509,0.535,245.303,281.0503476,47.1882005,rocky
Kepler-1736 b,Kepler-1736,37.81029892,0.2186904727243332,3.8765856,,,transit-kepler,2021,Kepler,,,,,,6085.0,0.973,0.976,1430.0,289.7766991,38.2622374,neptune-like
Kepler-1737 b,Kepler-1737,64.61750031,0.2966392648670912,5.395,,,transit-kepler,2021,Kepler,,,,,,5043.0,0.881,0.834,,297.0148111,47.486417,sub-neptune
Kepler-1738 b,Kepler-1738,7.674630165,0.07810016823036585,2.82472883,,,transit-kepler,2021,Kepler,,,,,,6063.0,1.001,1.079,1302.87,296.1313474,47.4388098,neptune-like
Kepler-1739 b,Kepler-1739,7.343709946,0.07045128133127014,2.43056832,,,transit-kepler,2021,Kepler,,,,,,5757.0,0.762,0.865,783.666,296.2320536,47.6788626,neptune-like
Kepler-174 b,Kepler-174,13.98179,0.1,1.96,,,transit-kepler,2014,Kepler,,,,,,4880.0,0.622,,384.757,287.4389454,43.8320052,super-earth
Kepler-174 c,Kepler-174,44.000529,0.214,1.49,,,transit-kepler,2014,Kepler,,,,,,4880.0,0.622,,384.757,287.4389454,43.8320052,super-earth
Kepler-174 d,Kepler-174,247.35373,0.677,2.19,,,transit-kepler,2014,Kepler,,,,,,4880.0,0.622,,384.757,287.4389454,43.8320052,neptune-like
Kepler-1740 b,Kepler-1740,8.172400475,0.07786521876218484,3.32321414,,,transit-kepler,2021,Kepler,,,,,,5705.0,0.905,0.943,1061.77,293.873663,38.9224548,neptune-like
Kepler-1741 b,Kepler-1741,2.757590055,0.02957864470039874,1.273,,,transit-kepler,2021,Kepler,,,,,,3683.0,0.424,0.454,270.739,292.577073,39.120939,super-earth
Kepler-1742 b,Kepler-1742,49.47819901,0.25828804379734643,2.1782413,,,transit-kepler,2021,Kepler,,,,,,5776.0,0.849,0.939,669.573,286.9668086,44.9924315,neptune-like
Kepler-1743 b,Kepler-1743,7.649710178,0.08219544287624807,1.59887007,,,transit-kepler,2021,Kepler,,,,,,5855.0,1.613,1.266,538.807,290.5523552,48.1262575,super-earth
Kepler-1744 b,Kepler-1744,37.10110092,0.20909434567351862,3.76754004,,,transit-kepler,2021,Kepler,,,,,,5986.0,0.85,0.886,1091.63,291.0206823,42.4624633,neptune-like
Kepler-1745 b,Kepler-1745,3.016190052,0.04078683562599996,1.92872921,,,transit-kepler,2021,Kepler,,,,,,5611.0,1.4,0.995,996.105,293.4689924,42.8223582,super-earth
Kepler-1746 b,Kepler-1746,321.2120056,0.9446621809580268,8.93504475,,,transit-kepler,2021,Kepler,,,,,,6018.0,1.286,1.09,979.541,288.3203979,42.2613874,cold-jupiter
Kepler-1747 b,Kepler-1747,6.230319977,0.06588672548853544,4.26508,,,transit-kepler,2021,Kepler,,,,,,5477.0,0.865,0.983,1321.38,284.2096557,45.258082,neptune-like
Kepler-1748 b,Kepler-1748,5.823520184,0.06152175721690892,2.71275017,,,transit-kepler,2021,Kepler,,,,,,5774.0,0.864,0.916,1083.28,285.967897,45.7390789,neptune-like
Kepler-1749 b,Kepler-1749,14.53409958,0.09555405845076527,1.61301783,,,transit-kepler,2021,Kepler,,,,,,3957.0,0.553,0.551,268.2,290.2945805,45.5645196,super-earth
Kepler-175 b,Kepler-175,11.903515,0.105,2.56,,,transit-kepler,2014,Kepler,,,,,,6064.0,1.01,,1312.34,289.553232,43.876116,neptune-like
Kepler-175 c,Kepler-175,34.035257,0.213,3.1,,,transit-kepler,2014,Kepler,,,,,,6064.0,1.01,,1312.34,289.553232,43.876116,neptune-like
Kepler-1750 b,Kepler-1750,205.9120026,0.6780847245140618,6.00434637,,,transit-kepler,2021,Kepler,,,,,,5644.0,0.969,0.981,1497.33,292.3514917,48.5110714,sub-neptune
Kepler-1751 b,Kepler-1751,7.017310143,0.07110606030347721,1.82417378,,,transit-kepler,2021,Kepler,,,,,,6052.0,0.967,0.974,1291.47,284.8465476,49.6923412,super-earth
Kepler-1752 b,Kepler-1752,56.35850143,0.2697047189852088,4.54060463,,,transit-kepler,2021,Kepler,,,,,,5446.0,0.821,0.824,962.888,290.8541401,51.2227435,neptune-like
Kepler-1753 b,Kepler-1753,16.00460052,0.11819594020919659,2.22678077,,,transit-kepler,2021,Kepler,,,,,,5180.0,0.769,0.86,707.688,288.236664,46.6058744,neptune-like
